chr	nc_accession	gene	gene_id	ccds_id	ccds_status	cds_strand	match_type	aa_length
chr17	NC_000017.11	CD300LD	100131439	CCDS42379.1	Public	-	Identical	-1
chr17	NC_000017.11	RECQL5	9400	CCDS42380.1	Public	-	Identical	-1
chr17	NC_000017.11	PRCD	768206	CCDS42382.1	Public	+	Identical	-1
chr17	NC_000017.11	JMJD6	23210	CCDS42383.1	Public	-	Identical	-1
chr17	NC_000017.11	JMJD6	23210	CCDS42384.1	Public	-	Identical	-1
chr17	NC_000017.11	SEC14L1	6397	CCDS42385.1	Withdrawn	+	Identical	-1
chr17	NC_000017.11	PGS1	9489	CCDS42391.1	Public	+	Identical	-1
chr17	NC_000017.11	CYTH1	9267	CCDS42392.3	Public	-	Identical	-1
chr17	NC_000017.11	ENGASE	64772	CCDS42394.1	Public	+	Identical	-1
chr17	NC_000017.11	CCDC40	55036	CCDS42395.1	Public	+	Identical	-1
chr17	NC_000017.11	SLC38A10	124565	CCDS42397.1	Public	-	Identical	-1
chr17	NC_000017.11	CCDC137	339230	CCDS42400.1	Public	+	Identical	-1
chr17	NC_000017.11	HEXD	284004	CCDS42402.1	Public	+	Identical	-1
chr17	NC_000017.11	NARF	26502	CCDS42403.1	Public	+	Identical	-1
chr17	NC_000017.11	NARF	26502	CCDS42404.1	Public	+	Identical	-1
chr18	NC_000018.10	CLUL1	27098	CCDS42405.1	Public	+	Identical	-1
chr18	NC_000018.10	DLGAP1	9229	CCDS42406.1	Public	-	Identical	-1
chr18	NC_000018.10	LRRC30	339291	CCDS42409.1	Public	+	Identical	-1
chr18	NC_000018.10	RAB12	201475	CCDS42410.2	Public	+	Identical	-1
chr18	NC_000018.10	ANKRD12	23253	CCDS42411.1	Public	+	Identical	-1
chr18	NC_000018.10	PPP4R1	9989	CCDS42412.1	Public	-	Identical	-1
chr18	NC_000018.10	PPP4R1	9989	CCDS42413.1	Public	-	Identical	-1
chr18	NC_000018.10	TXNDC2	84203	CCDS42414.1	Public	+	Identical	-1
chr18	NC_000018.10	LDLRAD4	753	CCDS42415.1	Public	+	Identical	-1
chr18	NC_000018.10	CABLES1	91768	CCDS42417.1	Public	+	Identical	-1
chr18	NC_000018.10	CABLES1	91768	CCDS42418.1	Public	+	Identical	-1
chr18	NC_000018.10	LAMA3	3909	CCDS42419.1	Public	+	Identical	-1
chr18	NC_000018.10	CABYR	26256	CCDS42420.1	Public	+	Identical	-1
chr18	NC_000018.10	TAF4B	6875	CCDS42421.1	Public	+	Identical	-1
chr18	NC_000018.10	CHST9	83539	CCDS42422.1	Public	-	Identical	-1
chr18	NC_000018.10	DSG2	1829	CCDS42423.1	Public	+	Identical	-1
chr18	NC_000018.10	CCDC178	374864	CCDS42424.1	Public	-	Identical	-1
chr18	NC_000018.9	DTNA	1837	CCDS42425.1	Withdrawn	+	Identical	-1
chr18	NC_000018.10	DTNA	1837	CCDS42426.1	Public	+	Identical	-1
chr18	NC_000018.10	ZSCAN30	100101467	CCDS42427.1	Public	-	Identical	-1
chr18	NC_000018.10	SLC39A6	25800	CCDS42428.1	Public	-	Identical	-1
chr18	NC_000018.10	ARK2N	147339	CCDS42430.1	Public	+	Identical	-1
chr18	NC_000018.10	ARK2N	147339	CCDS42431.1	Public	+	Identical	-1
chr18	NC_000018.10	ELOA3BP	728929	CCDS42433.2	Withdrawn	-	Identical	-1
chr18	NC_000018.10	MYO5B	4645	CCDS42436.1	Public	-	Identical	-1
chr18	NC_000018.10	MAPK4	5596	CCDS42437.1	Public	+	Identical	-1
chr18	NC_000018.10	TCF4	6925	CCDS42438.1	Public	-	Identical	-1
chr18	NC_000018.10	ONECUT2	9480	CCDS42440.1	Public	+	Identical	-1
chr18	NC_000018.10	HMSD	284293	CCDS42441.1	Public	+	Identical	-1
chr18	NC_000018.10	SERPINB8	5271	CCDS42442.1	Public	+	Identical	-1
chr18	NC_000018.10	RTTN	25914	CCDS42443.1	Public	-	Identical	-1
chr18	NC_000018.10	NETO1	81832	CCDS42444.1	Public	-	Identical	-1
chr18	NC_000018.10	DIPK1C	125704	CCDS42445.2	Public	-	Identical	-1
chr18	NC_000018.10	ZNF236	7776	CCDS42447.1	Public	+	Identical	-1
chr18	NC_000018.10	MBP	4155	CCDS42448.1	Public	-	Identical	-1
chr18	NC_000018.10	MBP	4155	CCDS42449.1	Public	-	Identical	-1
chr18	NC_000018.10	MBP	4155	CCDS42450.1	Public	-	Identical	-1
chr19	NC_000019.10	TPGS1	91978	CCDS42454.1	Public	+	Identical	-1
chr19	NC_000019.10	PTBP1	5725	CCDS42456.1	Public	+	Identical	-1
chr19	NC_000019.10	GPX4	2879	CCDS42457.1	Public	+	Identical	-1
chr19	NC_000019.10	IZUMO4	113177	CCDS42458.1	Public	+	Identical	-1
chr19	NC_000019.10	AP3D1	8943	CCDS42459.1	Public	-	Identical	-1
chr19	NC_000019.10	DOT1L	84444	CCDS42460.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF554	115196	CCDS42462.1	Public	+	Identical	-1
chr19	NC_000019.9	MFSD12	126321	CCDS42463.1	Withdrawn	-	Identical	-1
chr19	NC_000019.9	MFSD12	126321	CCDS42464.1	Withdrawn	-	Identical	-1
chr19	NC_000019.10	MFSD12	126321	CCDS42465.1	Public	-	Identical	-1
chr19	NC_000019.10	TBXA2R	6915	CCDS42467.1	Public	-	Identical	-1
chr19	NC_000019.10	MATK	4145	CCDS42468.1	Public	-	Identical	-1
chr19	NC_000019.10	MPND	84954	CCDS42470.1	Public	+	Identical	-1
chr19	NC_000019.10	HDGFL2	84717	CCDS42472.1	Public	+	Identical	-1
chr19	NC_000019.10	PLIN5	440503	CCDS42473.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNRF4	148066	CCDS42475.1	Public	+	Identical	-1
chr19	NC_000019.10	RANBP3	8498	CCDS42477.1	Public	-	Identical	-1
chr19	NC_000019.10	RANBP3	8498	CCDS42478.1	Public	-	Identical	-1
chr19	NC_000019.10	GPR108	56927	CCDS42479.1	Public	-	Identical	-1
chr19	NC_000019.10	MBD3L2	125997	CCDS42483.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF557	79230	CCDS42485.1	Public	+	Identical	-1
chr19	NC_000019.10	INSR	3643	CCDS42487.1	Public	-	Identical	-1
chr19	NC_000019.10	CAMSAP3	57662	CCDS42489.1	Public	+	Identical	-1
chr19	NC_000019.10	TRAPPC5	126003	CCDS42490.1	Public	+	Identical	-1
chr19	NC_000019.10	MAP2K7	5609	CCDS42491.1	Public	+	Identical	-1
chr19	NC_000019.10	NDUFA7	4701	CCDS42492.1	Public	-	Identical	-1
chr19	NC_000019.10	ANGPTL4	51129	CCDS42493.1	Public	+	Identical	-1
chr19	NC_000019.10	MYO1F	4542	CCDS42494.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF699	374879	CCDS42495.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF846	162993	CCDS42496.1	Public	-	Identical	-1
chr19	NC_000019.8	C3P1	388503	CCDS42497.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	PPAN-P2RY11	692312	CCDS42498.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	MRPL4	51073	CCDS42499.1	Public	+	Identical	-1
chr19	NC_000019.10	ICAM4	3386	CCDS42500.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	ODAD3	115948	CCDS42501.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF627	199692	CCDS42502.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF440	126070	CCDS42503.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF709	163051	CCDS42504.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF564	163050	CCDS42505.1	Public	-	Identical	-1
chr19	NC_000019.10	BEST2	54831	CCDS42506.1	Public	+	Identical	-1
chr19	NC_000019.10	HOOK2	29911	CCDS42507.1	Public	-	Identical	-1
chr19	NC_000019.10	HOOK2	29911	CCDS42508.1	Public	-	Identical	-1
chr19	NC_000019.10	SYCE2	256126	CCDS42509.1	Public	-	Identical	-1
chr19	NC_000019.10	NANOS3	342977	CCDS42511.1	Public	+	Identical	-1
chr19	NC_000019.10	CC2D1A	54862	CCDS42512.1	Public	+	Identical	-1
chr19	NC_000019.10	PKN1	5585	CCDS42513.1	Public	+	Identical	-1
chr19	NC_000019.10	PKN1	5585	CCDS42514.1	Public	+	Identical	-1
chr19	NC_000019.10	WIZ	58525	CCDS42516.1	Public	-	Identical	-1
chr19	NC_000019.10	CYP4F12	66002	CCDS42517.1	Public	+	Identical	-1
chr19	NC_000019.10	CHERP	10523	CCDS42518.1	Public	-	Identical	-1
chr19	NC_000019.10	CPAMD8	27151	CCDS42519.2	Public	-	Identical	-1
chr19	NC_000019.10	NIBAN3	199786	CCDS42521.1	Public	+	Identical	-1
chr19	NC_000019.10	MPV17L2	84769	CCDS42522.1	Public	+	Identical	-1
chr19	NC_000019.10	PDE4C	5143	CCDS42523.1	Public	-	Identical	-1
chr19	NC_000019.10	REX1BD	55049	CCDS42524.1	Public	+	Identical	-1
chr19	NC_000019.10	CRTC1	23373	CCDS42525.1	Public	+	Identical	-1
chr19	NC_000019.10	GDF1	2657	CCDS42526.1	Public	-	Identical	-1
chr19	NC_000019.10	TM6SF2	53345	CCDS42528.1	Public	-	Identical	-1
chr19	NC_000019.10	YJEFN3	374887	CCDS42530.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF506	440515	CCDS42531.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF253	56242	CCDS42532.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF682	91120	CCDS42533.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF682	91120	CCDS42534.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF626	199777	CCDS42535.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF493	284443	CCDS42536.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF429	353088	CCDS42537.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF100	163227	CCDS42538.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF676	163223	CCDS42539.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF91	7644	CCDS42541.1	Public	-	Identical	-1
chr19	NC_000019.10	NUDT19	390916	CCDS42543.1	Public	+	Identical	-1
chr19	NC_000019.10	PEPD	5184	CCDS42544.1	Public	-	Identical	-1
chr19	NC_000019.10	GRAMD1A	57655	CCDS42546.1	Public	+	Identical	-1
chr19	NC_000019.10	DMKN	93099	CCDS42549.1	Public	-	Identical	-1
chr19	NC_000019.10	HAUS5	23354	CCDS42550.1	Public	+	Identical	-1
chr19	NC_000019.10	U2AF1L4	199746	CCDS42551.1	Public	-	Identical	-1
chr19	NC_000019.10	NFKBID	84807	CCDS42552.1	Public	-	Identical	-1
chr19	NC_000019.10	SYNE4	163183	CCDS42553.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF829	374899	CCDS42557.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF568	374900	CCDS42558.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF527	84503	CCDS42559.1	Public	+	Identical	-1
chr19	NC_000019.10	SPRED3	399473	CCDS42560.1	Public	+	Identical	-1
chr19	NC_000019.9	SPRED3	399473	CCDS42561.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	FAM98C	147965	CCDS42562.1	Public	+	Identical	-1
chr19	NC_000019.10	RYR1	6261	CCDS42563.1	Public	+	Identical	-1
chr19	NC_000019.10	MAP4K1	11184	CCDS42564.1	Public	-	Identical	-1
chr19	NC_000019.10	LGALS7B	653499	CCDS42565.1	Public	+	Identical	-1
chr19	NC_000019.9	NFKBIB	4793	CCDS42566.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	IFNL2	282616	CCDS42567.1	Public	+	Identical	-1
chr19	NC_000019.10	SPTBN4	57731	CCDS42569.1	Public	+	Identical	-1
chr19	NC_000019.10	CYP2A7	1549	CCDS42570.1	Withdrawn	-	Identical	-1
chr19	NC_000019.10	TMEM91	641649	CCDS42571.1	Public	+	Identical	-1
chr19	NC_000019.10	TMEM91	641649	CCDS42572.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF229	7772	CCDS42574.1	Public	-	Identical	-1
chr19	NC_000019.10	BCAM	4059	CCDS42575.1	Public	+	Identical	-1
chr19	NC_000019.10	NECTIN2	5819	CCDS42576.1	Public	+	Identical	-1
chr19	NC_000019.9	NKPD1	284353	CCDS42577.1	Withdrawn	-	Identical	-1
chr19	NC_000019.10	HIF3A	64344	CCDS42580.2	Public	+	Identical	-1
chr19	NC_000019.10	STRN4	29888	CCDS42581.1	Public	-	Identical	-1
chr19	NC_000019.10	ZC3H4	23211	CCDS42582.1	Public	-	Identical	-1
chr19	NC_000019.10	KPTN	11133	CCDS42583.1	Public	-	Identical	-1
chr19	NC_000019.10	SACK1E	54854	CCDS42587.1	Public	-	Identical	-1
chr19	NC_000019.10	RUVBL2	10856	CCDS42588.1	Public	+	Identical	-1
chr19	NC_000019.10	C19orf73	55150	CCDS42589.1	Public	-	Identical	-1
chr19	NC_000019.10	SLC6A16	28968	CCDS42590.1	Public	-	Identical	-1
chr19	NC_000019.10	PRMT1	3276	CCDS42592.1	Public	+	Identical	-1
chr19	NC_000019.10	NR1H2	7376	CCDS42593.1	Public	+	Identical	-1
chr19	NC_000019.10	EMC10	284361	CCDS42594.1	Public	+	Identical	-1
chr19	NC_000019.10	LRRC4B	94030	CCDS42595.1	Public	-	Identical	-1
chr19	NC_000019.10	KLK2	3817	CCDS42597.1	Public	+	Identical	-1
chr19	NC_000019.10	KLK6	5653	CCDS42599.1	Public	-	Identical	-1
chr19	NC_000019.10	KLK8	11202	CCDS42600.1	Public	-	Identical	-1
chr19	NC_000019.10	SIGLEC7	27036	CCDS42601.1	Public	+	Identical	-1
chr19	NC_000019.10	SIGLEC14	100049587	CCDS42604.1	Public	-	Identical	-1
chr19	NC_000019.9	ZNF468	90333	CCDS42607.1	Withdrawn	-	Identical	-1
chr19	NC_000019.9	ZNF321P	399669	CCDS42608.1	Withdrawn	-	Identical	-1
chr19	NC_000019.10	TSEN34	79042	CCDS42609.1	Public	+	Identical	-1
chr19	NC_000019.10	LILRA6	79168	CCDS42610.1	Public	-	Identical	-1
chr19	NC_000019.10	LILRB5	10990	CCDS42611.1	Public	-	Identical	-1
chr19	NC_000019.10	LILRB2	10288	CCDS42612.1	Public	-	Identical	-1
chr19	NC_000019.8	KIR3DX1	90011	CCDS42613.1	Withdrawn	+	Identical	-1
chr19	NC_000019.10	LILRB1	10859	CCDS42614.1	Public	+	Identical	-1
chr19	NC_000019.10	LILRB1	10859	CCDS42615.1	Public	+	Identical	-1
chr19	NC_000019.10	LILRB1	10859	CCDS42616.1	Public	+	Identical	-1
chr19	NC_000019.10	LILRB1	10859	CCDS42617.1	Public	+	Identical	-1
chr19	NC_000019.10	LILRB4	11006	CCDS42618.1	Public	+	Identical	-1
chr19	NC_000019.10	KIR2DL4	3805	CCDS42619.1	Public	+	Identical	-1
chr19	NC_000019.10	KIR2DL4	3805	CCDS42620.1	Public	+	Identical	-1
chr19	NC_000019.10	KIR3DL1	3811	CCDS42621.1	Public	+	Identical	-1
chr19	NC_000019.10	FCAR	2204	CCDS42622.1	Public	+	Identical	-1
chr19	NC_000019.10	FCAR	2204	CCDS42623.1	Public	+	Identical	-1
chr19	NC_000019.10	FCAR	2204	CCDS42624.1	Public	+	Identical	-1
chr19	NC_000019.10	FCAR	2204	CCDS42625.1	Public	+	Identical	-1
chr19	NC_000019.10	GP6	51206	CCDS42626.1	Public	-	Identical	-1
chr19	NC_000019.10	RDH13	112724	CCDS42627.1	Public	-	Identical	-1
chr19	NC_000019.10	TNNI3	7137	CCDS42628.1	Public	-	Identical	-1
chr19	NC_000019.10	TMEM150B	284417	CCDS42629.1	Public	-	Identical	-1
chr19	NC_000019.10	COX6B2	125965	CCDS42630.1	Public	-	Identical	-1
chr19	NC_000019.10	SBK2	646643	CCDS42631.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF787	126208	CCDS42634.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF17	7565	CCDS42636.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF419	79744	CCDS42637.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF134	7693	CCDS42638.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF154	7710	CCDS42639.1	Public	-	Identical	-1
chr19	NC_000019.10	ZNF586	54807	CCDS42640.1	Public	+	Identical	-1
chr19	NC_000019.10	ZNF418	147686	CCDS42642.1	Public	-	Identical	-1
chr2	NC_000002.12	FAM110C	642273	CCDS42645.1	Public	-	Identical	-1
chr2	NC_000002.12	SH3YL1	26751	CCDS42646.2	Public	-	Identical	-1
chr2	NC_000002.12	CMPK2	129607	CCDS42648.1	Public	-	Identical	-1
chr2	NC_000002.12	KIDINS220	57498	CCDS42650.1	Public	-	Identical	-1
chr2	NC_000002.12	IAH1	285148	CCDS42651.1	Public	+	Identical	-1
chr2	NC_000002.12	ATP6V1C2	245973	CCDS42653.1	Public	+	Identical	-1
chr2	NC_000002.12	ROCK2	9475	CCDS42654.1	Public	-	Identical	-1
chr2	NC_000002.12	GREB1	9687	CCDS42655.1	Public	+	Identical	-1
chr2	NC_000002.12	RAD51AP2	729475	CCDS42656.1	Public	-	Identical	-1
chr2	NC_000002.12	MSGN1	343930	CCDS42657.1	Public	+	Identical	-1
chr2	NC_000002.12	FAM228A	653140	CCDS42659.1	Public	+	Identical	-1
chr2	NC_000002.12	NCOA1	8648	CCDS42660.1	Public	+	Identical	-1
chr2	NC_000002.12	CIMIP2C	339778	CCDS42661.1	Public	+	Identical	-1
chr2	NC_000002.12	CENPA	1058	CCDS42662.1	Public	+	Identical	-1
chr2	NC_000002.12	TMEM214	54867	CCDS42664.1	Public	+	Identical	-1
chr2	NC_000002.12	AGBL5	60509	CCDS42665.1	Public	+	Identical	-1
chr2	NC_000002.12	SPATA31H1	84226	CCDS42666.2	Under review, update	+	Identical	-1
chr2	NC_000002.12	SUPT7L	9913	CCDS42667.1	Public	-	Identical	-1
chr2	NC_000002.12	PCARE	388939	CCDS42669.1	Public	-	Identical	-1
chr2	NC_000002.12	LCLAT1	253558	CCDS42670.1	Public	+	Identical	-1
chr2	NC_000002.12	NDUFAF7	55471	CCDS42673.1	Public	+	Identical	-1
chr2	NC_000002.12	KCNG3	170850	CCDS42674.1	Public	-	Identical	-1
chr2	NC_000002.12	PREPL	9581	CCDS42675.1	Public	-	Identical	-1
chr2	NC_000002.12	PREPL	9581	CCDS42676.1	Public	-	Identical	-1
chr2	NC_000002.12	TSPYL6	388951	CCDS42682.1	Public	-	Identical	-1
chr2	NC_000002.12	RTN4	57142	CCDS42683.1	Public	-	Identical	-1
chr2	NC_000002.12	RTN4	57142	CCDS42684.1	Public	-	Identical	-1
chr2	NC_000002.12	RTN4	57142	CCDS42685.1	Public	-	Identical	-1
chr2	NC_000002.12	USP34	9736	CCDS42686.1	Public	-	Identical	-1
chr2	NC_000002.12	FAM161A	84140	CCDS42687.2	Public	-	Identical	-1
chr2	NC_000002.12	WDPCP	51057	CCDS42688.1	Public	-	Identical	-1
chr2	NC_000002.12	UGP2	7360	CCDS42690.1	Public	+	Identical	-1
chr2	NC_000002.12	NFU1	27247	CCDS42694.1	Public	-	Identical	-1
chr2	NC_000002.12	CCT7	10574	CCDS42696.1	Public	+	Identical	-1
chr2	NC_000002.12	ALMS1	7840	CCDS42697.1	Public	+	Identical	-1
chr2	NC_000002.10	MTHFD2	10797	CCDS42698.1	Withdrawn	+	Identical	-1
chr2	NC_000002.12	RTKN	6242	CCDS42699.1	Public	-	Identical	-1
chr2	NC_000002.12	MOGS	7841	CCDS42700.1	Public	-	Identical	-1
chr2	NC_000002.12	TTC31	64427	CCDS42701.1	Public	+	Identical	-1
chr2	NC_000002.12	AUP1	550	CCDS42702.1	Public	-	Identical	-1
chr2	NC_000002.12	CTNNA2	1496	CCDS42703.2	Public	+	Identical	-1
chr2	NC_000002.12	C2orf68	388969	CCDS42704.1	Public	-	Identical	-1
chr2	NC_000002.12	ST3GAL5	8869	CCDS42705.1	Public	-	Identical	-1
chr2	NC_000002.12	POLR1A	25885	CCDS42706.1	Public	-	Identical	-1
chr2	NC_000002.12	CHMP3	51652	CCDS42707.1	Public	-	Identical	-1
chr2	NC_000002.12	CD8B	926	CCDS42708.1	Public	-	Identical	-1
chr2	NC_000002.12	RGPD2	729857	CCDS42710.2	Public	-	Identical	-1
chr2	NC_000002.12	ZNF2	7549	CCDS42712.1	Public	+	Identical	-1
chr2	NC_000002.12	ZNF2	7549	CCDS42713.1	Public	+	Identical	-1
chr2	NC_000002.12	GPAT2	150763	CCDS42714.1	Public	-	Identical	-1
chr2	NC_000002.10	ANKRD36	375248	CCDS42717.1	Withdrawn	+	Identical	-1
chr2	NC_000002.12	VWA3B	200403	CCDS42718.1	Public	+	Identical	-1
chr2	NC_000002.12	CNGA3	1261	CCDS42719.1	Public	+	Identical	-1
chr2	NC_000002.12	CRACDL	343990	CCDS42720.1	Public	-	Identical	-1
chr2	NC_000002.12	EIF5B	9669	CCDS42721.1	Public	+	Identical	-1
chr2	NC_000002.12	REV1	51455	CCDS42722.1	Public	-	Identical	-1
chr2	NC_000002.12	AFF3	3899	CCDS42723.1	Public	-	Identical	-1
chr2	NC_000002.12	SEPTIN10	151011	CCDS42726.1	Public	-	Identical	-1
chr2	NC_000002.12	RGPD6	729540	CCDS42729.1	Public	-	Identical	-1
chr2	NC_000002.12	ACOXL	55289	CCDS42730.1	Public	+	Identical	-1
chr2	NC_000002.12	BCL2L11	10018	CCDS42731.1	Public	+	Identical	-1
chr2	NC_000002.12	IL36A	27179	CCDS42734.1	Public	+	Identical	-1
chr2	NC_000002.12	PAX8	7849	CCDS42735.1	Public	-	Identical	-1
chr2	NC_000002.12	PAX8	7849	CCDS42736.1	Public	-	Identical	-1
chr2	NC_000002.12	C1QL2	165257	CCDS42737.1	Public	-	Identical	-1
chr2	NC_000002.12	STEAP3	55240	CCDS42738.1	Public	+	Identical	-1
chr2	NC_000002.12	C2orf76	130355	CCDS42739.1	Public	-	Identical	-1
chr2	NC_000002.12	DBI	1622	CCDS42740.1	Public	+	Identical	-1
chr2	NC_000002.12	DBI	1622	CCDS42741.1	Public	+	Identical	-1
chr2	NC_000002.12	BIN1	274	CCDS42743.1	Public	-	Identical	-1
chr2	NC_000002.12	BIN1	274	CCDS42744.1	Public	-	Identical	-1
chr2	NC_000002.12	WDR33	55339	CCDS42746.1	Public	-	Identical	-1
chr2	NC_000002.10	UGGT1	56886	CCDS42747.1	Withdrawn	+	Identical	-1
chr2	NC_000002.12	HS6ST1	9394	CCDS42748.1	Public	-	Identical	-1
chr2	NC_000002.12	SMPD4	55627	CCDS42751.2	Public	-	Identical	-1
chr2	NC_000002.12	ARHGEF4	50649	CCDS42754.1	Withdrawn	+	Identical	-1
chr2	NC_000002.12	FAM168B	130074	CCDS42755.1	Public	-	Identical	-1
chr2	NC_000002.12	MZT2A	653784	CCDS42758.1	Public	-	Identical	-1
chr2	NC_000002.12	LYPD1	116372	CCDS42759.1	Public	-	Identical	-1
chr2	NC_000002.12	UBXN4	23190	CCDS42761.1	Public	+	Identical	-1
chr2	NC_000002.12	ERMN	57471	CCDS42764.1	Public	-	Identical	-1
chr2	NC_000002.12	TANC1	85461	CCDS42766.1	Public	+	Identical	-1
chr2	NC_000002.12	PLA2R1	22925	CCDS42767.1	Public	-	Identical	-1
chr2	NC_000002.12	XIRP2	129446	CCDS42768.1	Public	+	Identical	-1
chr2	NC_000002.12	XIRP2	129446	CCDS42769.1	Public	+	Identical	-1
chr2	NC_000002.12	STK39	27347	CCDS42770.1	Public	-	Identical	-1
chr2	NC_000002.12	NOSTRIN	115677	CCDS42771.1	Public	+	Identical	-1
chr2	NC_000002.12	NOSTRIN	115677	CCDS42772.1	Public	+	Identical	-1
chr2	NC_000002.12	MYO3B	140469	CCDS42773.1	Public	+	Identical	-1
chr2	NC_000002.10	HAT1	8520	CCDS42774.1	Withdrawn	+	Identical	-1
chr2	NC_000002.12	RAPGEF4	11069	CCDS42775.1	Public	+	Identical	-1
chr2	NC_000002.12	RAPGEF4	11069	CCDS42776.1	Public	+	Identical	-1
chr2	NC_000002.12	MAP3K20	51776	CCDS42777.1	Public	+	Identical	-1
chr2	NC_000002.12	OLA1	29789	CCDS42779.1	Public	-	Identical	-1
chr2	NC_000002.10	MTX2	10651	CCDS42781.1	Withdrawn	+	Identical	-1
chr2	NC_000002.12	NFE2L2	4780	CCDS42782.1	Public	-	Identical	-1
chr2	NC_000002.12	IFT70B	150737	CCDS42784.1	Public	-	Identical	-1
chr2	NC_000002.12	PDE11A	50940	CCDS42785.1	Public	-	Identical	-1
chr2	NC_000002.12	PDE11A	50940	CCDS42786.1	Public	-	Identical	-1
chr2	NC_000002.12	PJVK	494513	CCDS42787.1	Public	+	Identical	-1
chr2	NC_000002.12	ITGA4	3676	CCDS42788.1	Public	+	Identical	-1
chr2	NC_000002.12	CERKL	375298	CCDS42789.1	Public	-	Identical	-1
chr2	NC_000002.10	FSIP2	401024	CCDS42790.1	Withdrawn	+	Identical	-1
chr2	NC_000002.12	ZC3H15	55854	CCDS42791.1	Public	+	Identical	-1
chr2	NC_000002.12	AKAP19	84281	CCDS42792.1	Public	+	Identical	-1
chr2	NC_000002.12	STAT1	6772	CCDS42793.1	Public	-	Identical	-1
chr2	NC_000002.12	DNAH7	56171	CCDS42794.1	Public	-	Identical	-1
chr2	NC_000002.12	TYW5	129450	CCDS42795.1	Public	-	Identical	-1
chr2	NC_000002.12	SGO2	151246	CCDS42796.1	Public	+	Identical	-1
chr2	NC_000002.12	NIF3L1	60491	CCDS42797.1	Public	+	Identical	-1
chr2	NC_000002.12	CASP8	841	CCDS42798.1	Public	+	Identical	-1
chr2	NC_000002.12	CASP8	841	CCDS42799.1	Public	+	Identical	-1
chr2	NC_000002.12	ALS2	57679	CCDS42800.1	Public	-	Identical	-1
chr2	NC_000002.12	CARF	79800	CCDS42801.1	Public	+	Identical	-1
chr2	NC_000002.11	NBEAL1	65065	CCDS42802.1	Withdrawn	+	Identical	-1
chr2	NC_000002.12	CTLA4	1493	CCDS42803.1	Public	+	Identical	-1
chr2	NC_000002.12	PARD3B	117583	CCDS42804.1	Public	+	Identical	-1
chr2	NC_000002.12	PARD3B	117583	CCDS42805.1	Public	+	Identical	-1
chr2	NC_000002.12	PARD3B	117583	CCDS42806.1	Public	+	Identical	-1
chr2	NC_000002.12	PLEKHM3	389072	CCDS42808.1	Public	-	Identical	-1
chr2	NC_000002.12	C2orf80	389073	CCDS42809.1	Public	-	Identical	-1
chr2	NC_000002.12	RPE	6120	CCDS42810.1	Public	+	Identical	-1
chr2	NC_000002.12	ERBB4	2066	CCDS42811.1	Public	-	Identical	-1
chr2	NC_000002.12	FN1	2335	CCDS42813.1	Public	-	Identical	-1
chr2	NC_000002.12	FN1	2335	CCDS42814.1	Public	-	Identical	-1
chr2	NC_000002.12	IGFBP2	3485	CCDS42815.1	Public	+	Identical	-1
chr2	NC_000002.12	PNKD	25953	CCDS42816.1	Public	+	Identical	-1
chr2	NC_000002.12	ZNF142	7701	CCDS42817.1	Public	-	Identical	-1
chr2	NC_000002.10	ZNF142	7701	CCDS42818.1	Withdrawn	-	Identical	-1
chr2	NC_000002.12	SLC23A3	151295	CCDS42819.1	Public	-	Identical	-1
chr2	NC_000002.12	ATG9A	79065	CCDS42820.1	Public	-	Identical	-1
chr2	NC_000002.12	ANKZF1	55139	CCDS42821.1	Public	+	Identical	-1
